incwage,inctot,state,age,sex,race,marst,vetstat,hispan,empstat,labforce,ind,educ,randnum
55000,78567,Montana,56,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7390,Bachelor's degree,.005320786
78000,86002,Illinois,44,Female,Black/Negro,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",8190,Master's degree,.005332042
48000,48000,Missouri,35,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",2980,High school diploma or equivalent,.0053522349
54000,54000,District of Columbia,25,Female,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",7860,Bachelor's degree,.0053546424
4000,31000,Massachusetts,20,Male,White,Never married/single,No service,Not Hispanic,"NILF, other","No, not in the labor force",0,Some college but no degree,.0053699305
9960,9960,South Dakota,53,Male,American Indian/Aleut/Eskimo,Never married/single,Yes,Not Hispanic,At work,"Yes, in the labor force",9480,Bachelor's degree,.0053891428
43000,48000,Virginia,54,Male,Black/Negro,Never married/single,Yes,Not Hispanic,At work,"Yes, in the labor force",7070,Master's degree,.0053956117
18000,23720,Texas,21,Female,Black/Negro,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",8680,Some college but no degree,.0054091797
120000,120000,New Jersey,38,Male,Asian only,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7380,Bachelor's degree,.0054104924
10000,10000,Florida,29,Male,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",5490,Bachelor's degree,.0054312614
35000,35000,Nevada,54,Male,White,Separated,No service,Not Hispanic,At work,"Yes, in the labor force",4070,"12th grade, no diploma",.0054408493
46000,50869,Wisconsin,40,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",770,Bachelor's degree,.0054692677
145000,145001,New York,48,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",770,Bachelor's degree,.0054857279
29000,29000,California,57,Male,Asian only,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",8170,Bachelor's degree,.0054886071
102000,205800,West Virginia,49,Male,White,Divorced,No service,Not Hispanic,At work,"Yes, in the labor force",9470,Bachelor's degree,.0054891626
11000,11000,Texas,44,Female,White,"Married, spouse present",No service,Not Hispanic,"Unemployed, experienced worker","Yes, in the labor force",8680,Grade 9,.0055313245
30000,30000,Missouri,53,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",1990,Some college but no degree,.0055355877
27000,27000,Maryland,28,Female,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",7380,High school diploma or equivalent,.0055586803
68000,68081,Maine,31,Female,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",6380,High school diploma or equivalent,.0055681281
150000,151201,South Carolina,46,Male,White,"Married, spouse present",Yes,Not Hispanic,At work,"Yes, in the labor force",8190,Doctorate degree,.0055718771
50000,50000,Iowa,42,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",770,High school diploma or equivalent,.0055792197
60000,61001,Hawaii,64,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",8660,Bachelor's degree,.0055837785
2500,2503,New York,18,Female,White,Never married/single,No service,Not Hispanic,"Unemployed, experienced worker","Yes, in the labor force",8560,Grade 11,.0055962792
90000,127900,California,43,Male,Black/Negro,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",7580,Master's degree,.005608032
36000,36157,Oregon,33,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",770,Some college but no degree,.0056166803
43000,43000,California,47,Male,White,"Married, spouse present",No service,"Central American, (excluding Salvadoran)",At work,"Yes, in the labor force",5390,Bachelor's degree,.0056436947
50000,52250,Delaware,36,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7860,Master's degree,.0056532379
87000,89700,Georgia,39,Female,White,"Married, spouse present",No service,Other Hispanic,At work,"Yes, in the labor force",7280,Master's degree,.0056583742
36000,36000,Texas,58,Male,Asian only,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",5190,High school diploma or equivalent,.0056653824
54000,54342,North Carolina,29,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7870,Bachelor's degree,.0056724362
36000,36005,Connecticut,47,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",8190,Bachelor's degree,.0056784512
51040,51745,Montana,39,Female,White,Never married/single,No service,Not Hispanic,"Has job, not at work last week","Yes, in the labor force",8570,Master's degree,.0057013915
60000,66111,Idaho,35,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",1170,Master's degree,.0057043158
38000,38050,Iowa,42,Male,Black/Negro,Divorced,No service,Not Hispanic,At work,"Yes, in the labor force",3190,High school diploma or equivalent,.0057257293
3000,60601,South Dakota,38,Male,White,"Married, spouse present",Yes,Not Hispanic,"Unemployed, experienced worker","Yes, in the labor force",770,High school diploma or equivalent,.0057373499
10000,10000,Pennsylvania,36,Female,White,"Married, spouse present",No service,Not Hispanic,"Has job, not at work last week","Yes, in the labor force",5275,High school diploma or equivalent,.0057419008
60000,60900,New York,49,Female,Black/Negro,"Married, spouse present",No service,Puerto Rican,At work,"Yes, in the labor force",6290,Some college but no degree,.0057620481
65000,65002,Ohio,35,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",8590,Bachelor's degree,.0057833111
32000,32000,California,30,Female,White,"Married, spouse present",No service,Mexican,At work,"Yes, in the labor force",1090,"Associate's degree, academic program",.0058255321
31000,63401,South Dakota,41,Male,White,"Married, spouse present",Yes,Not Hispanic,At work,"Yes, in the labor force",8190,Some college but no degree,.0058538741
8000,8002,Arizona,52,Male,American Indian/Aleut/Eskimo,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7860,"12th grade, no diploma",.0058558737
125000,142762,Arizona,51,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7380,Bachelor's degree,.005877309
70000,70000,California,28,Male,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",7870,Bachelor's degree,.0058880723
60000,60000,California,36,Male,White,"Married, spouse present",No service,Mexican,At work,"Yes, in the labor force",8590,Bachelor's degree,.0058964845
39000,39168,California,31,Female,White,"Married, spouse present",No service,"Central American, (excluding Salvadoran)",At work,"Yes, in the labor force",8370,Master's degree,.0059136008
97000,107069,Michigan,38,Female,Asian only,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7870,Doctorate degree,.0059180255
700000,957500,California,40,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7380,Professional school degree,.0059275427
15000,20205,Utah,20,Male,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",4970,Some college but no degree,.0059767477
30000,30055,Michigan,61,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",8190,Some college but no degree,.0060104979
40000,40000,Kansas,61,Male,White,Never married/single,Yes,Not Hispanic,At work,"Yes, in the labor force",6170,High school diploma or equivalent,.0060180323
48000,53045,South Dakota,52,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",8190,Bachelor's degree,.0060303146
19500,19600,Texas,48,Female,White,"Married, spouse present",No service,Mexican,At work,"Yes, in the labor force",8380,Grades 5 or 6,.0060367398
25000,30040,Wisconsin,60,Female,White,Divorced,No service,Not Hispanic,At work,"Yes, in the labor force",5570,High school diploma or equivalent,.0060541565
15000,15000,Washington,30,Female,Asian only,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",8680,Bachelor's degree,.0060861604
290000,315101,California,52,Female,White,"Married, spouse present",No service,Mexican,At work,"Yes, in the labor force",7490,Bachelor's degree,.0060874219
65000,65154,District of Columbia,26,Female,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",7390,Bachelor's degree,.0060942471
60000,60001,South Carolina,56,Female,Asian only,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7480,Professional school degree,.0061117681
2000,15921,Idaho,58,Male,White,Divorced,No service,Not Hispanic,At work,"Yes, in the labor force",7860,Some college but no degree,.006122523
130000,150000,Texas,36,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",4380,Master's degree,.0061657592
63000,64000,Wisconsin,36,Female,Black/Negro,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",7380,Some college but no degree,.0061754189
58000,64052,Ohio,31,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",8190,Bachelor's degree,.0061772349
50000,50175,Minnesota,54,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7270,Some college but no degree,.0061815619
155000,185001,Pennsylvania,58,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",2570,Bachelor's degree,.0061920974
24000,26450,Montana,29,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",9470,Some college but no degree,.0062101251
7645,9146,Montana,22,Male,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",4990,Some college but no degree,.0062157349
62000,66225,Tennessee,59,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7270,Some college but no degree,.0062270174
34000,35003,Nebraska,28,Female,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",9170,Bachelor's degree,.0062316475
60000,100052,Kentucky,57,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",3570,"Associate's degree, occupational/vocational program",.0062332186
15000,15001,California,21,Female,White,Never married/single,No service,"Central American, (excluding Salvadoran)",At work,"Yes, in the labor force",8680,Some college but no degree,.0062363911
115000,115022,California,45,Male,White-Asian,"Married, spouse present",Yes,Not Hispanic,At work,"Yes, in the labor force",6170,High school diploma or equivalent,.0062419833
150000,153600,Maryland,34,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",4470,Bachelor's degree,.0062590027
64000,67500,Kentucky,37,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",4670,High school diploma or equivalent,.0062601119
110000,110801,Wisconsin,50,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",470,Some college but no degree,.0062626698
70000,71960,Virginia,41,Male,Asian only,Never married/single,Yes,Not Hispanic,At work,"Yes, in the labor force",8790,"Associate's degree, occupational/vocational program",.0063031744
15600,17982,Rhode Island,18,Male,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",7580,Some college but no degree,.0063101915
70000,70450,North Dakota,49,Female,White,"Married, spouse present",No service,Not Hispanic,"Unemployed, experienced worker","Yes, in the labor force",7070,Bachelor's degree,.0063172313
25000,27025,Missouri,39,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",770,"Associate's degree, academic program",.0063228155
57000,57300,Oklahoma,28,Male,White,"Married, spouse present",Yes,Mexican,At work,"Yes, in the labor force",6170,Some college but no degree,.006334105
35000,35000,Illinois,25,Female,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",9170,Bachelor's degree,.0063352818
42500,42530,Ohio,20,Female,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",570,High school diploma or equivalent,.0063527632
41000,41000,South Carolina,38,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",6890,Some college but no degree,.0063746246
74500,74500,New Jersey,56,Male,Black/Negro,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7380,Master's degree,.0064102951
35000,35300,Illinois,30,Female,Asian only,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",3990,Bachelor's degree,.0064197439
15000,15000,New Mexico,32,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",8680,High school diploma or equivalent,.0064219376
21000,21000,Florida,19,Female,Black/Negro,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",8680,High school diploma or equivalent,.0064257677
25000,26740,District of Columbia,65,Female,White,"Married, spouse present",No service,Not Hispanic,"NILF, retired","No, not in the labor force",0,Master's degree,.0064358111
55000,56605,Delaware,37,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",3490,High school diploma or equivalent,.0064402404
80244,84303,New York,54,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",8270,Bachelor's degree,.0064660097
138000,143000,Florida,49,Male,White,Divorced,Yes,Not Hispanic,At work,"Yes, in the labor force",7280,Bachelor's degree,.0064726686
54000,61020,California,35,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",8590,Bachelor's degree,.0064910576
8000,60021,Kentucky,58,Female,White,Divorced,No service,Not Hispanic,At work,"Yes, in the labor force",7580,Master's degree,.0064954264
49447,49451,California,39,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7390,Doctorate degree,.0064970567
40000,41429,Tennessee,33,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",8190,Bachelor's degree,.0065124091
100000,101002,Utah,39,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7970,Professional school degree,.0065168897
59000,83052,Florida,37,Female,White,"Married, spouse present",No service,Cuban,At work,"Yes, in the labor force",7860,Professional school degree,.0065205642
130000,131425,South Carolina,53,Male,White,Divorced,No service,Not Hispanic,At work,"Yes, in the labor force",4795,High school diploma or equivalent,.0065234317
50000,50165,New York,27,Male,White,Never married/single,Yes,Not Hispanic,At work,"Yes, in the labor force",9480,High school diploma or equivalent,.0065240986
72000,72610,Louisiana,47,Male,Black/Negro,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7460,High school diploma or equivalent,.0065419669
60000,60000,Utah,49,Male,White,Never married/single,No service,Mexican,"NILF, other","No, not in the labor force",0,High school diploma or equivalent,.0065519591
40000,46000,Nevada,48,Male,White,Never married/single,No service,Mexican,At work,"Yes, in the labor force",5070,Grade 11,.0065669133
9000,13201,Massachusetts,24,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",8190,High school diploma or equivalent,.0065827779
35000,35020,New Hampshire,61,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",4870,High school diploma or equivalent,.006598792
80000,80020,Louisiana,44,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7280,High school diploma or equivalent,.0066059972
26000,26000,Maryland,30,Female,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",8470,High school diploma or equivalent,.0066241245
49000,49800,Michigan,34,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7860,Master's degree,.0066284533
200000,293400,District of Columbia,49,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",6970,Bachelor's degree,.0066374587
50000,50250,North Dakota,42,Female,White,"Married, spouse absent",No service,Not Hispanic,At work,"Yes, in the labor force",7860,Bachelor's degree,.0066530616
13000,13000,Tennessee,39,Female,Black/Negro,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",7860,High school diploma or equivalent,.0066530756
80000,95003,New Jersey,56,Male,White,Never married/single,No service,Puerto Rican,At work,"Yes, in the labor force",6990,Master's degree,.0066545387
45000,45000,Alabama,31,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",490,Some college but no degree,.0066607683
34100,34300,California,27,Female,White,Divorced,No service,"Central American, (excluding Salvadoran)",At work,"Yes, in the labor force",8470,Bachelor's degree,.0066629616
200000,206010,Pennsylvania,42,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",4470,Bachelor's degree,.0066752383
30000,30005,Massachusetts,25,Female,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",9090,"Associate's degree, occupational/vocational program",.0067109391
600,605,Vermont,56,Female,White,Widowed,No service,Not Hispanic,"NILF, other","No, not in the labor force",0,High school diploma or equivalent,.0067312461
35000,35001,Hawaii,31,Male,White-Asian,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",770,Bachelor's degree,.0067379964
30000,30000,North Dakota,32,Female,Black/Negro,Separated,No service,Not Hispanic,At work,"Yes, in the labor force",8680,Bachelor's degree,.0067578359
50000,50000,Missouri,36,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",6990,Some college but no degree,.0067630559
27002,27002,Texas,37,Female,White,Never married/single,No service,Mexican,At work,"Yes, in the labor force",8680,High school diploma or equivalent,.006764425
45000,45000,Florida,27,Female,White,"Married, spouse present",No service,Puerto Rican,At work,"Yes, in the labor force",770,"Associate's degree, academic program",.0067698755
44000,44300,Michigan,60,Male,White,"Married, spouse present",Yes,Not Hispanic,At work,"Yes, in the labor force",8170,Bachelor's degree,.0067700329
8000,8000,Wyoming,22,Female,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",8680,High school diploma or equivalent,.0067763897
88000,88050,Maryland,30,Male,Asian only,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",6690,Bachelor's degree,.0067777461
23000,23022,Iowa,31,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",6990,High school diploma or equivalent,.0067796749
15000,17000,Georgia,24,Female,White-Black,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",6390,Some college but no degree,.0067856377
35000,35000,North Carolina,27,Male,White,"Married, spouse present",NIU,Puerto Rican,Armed Forces,NIU,0,"Associate's degree, occupational/vocational program",.0068226908
72000,72050,New Hampshire,64,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",9480,"Associate's degree, occupational/vocational program",.0068296781
140000,153061,Ohio,51,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7380,Bachelor's degree,.0068320059
140000,240749,New York,56,Female,Asian only,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",6870,Master's degree,.00684168
67000,67928,Pennsylvania,32,Male,White,"Married, spouse present",Yes,Not Hispanic,At work,"Yes, in the labor force",9470,High school diploma or equivalent,.006852733
52000,61062,Alaska,41,Male,White,Widowed,No service,Not Hispanic,At work,"Yes, in the labor force",6380,Some college but no degree,.00691554
33000,46520,Kansas,65,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",6170,High school diploma or equivalent,.0069179949
15000,15000,Washington,38,Female,White,Never married/single,No service,Mexican,At work,"Yes, in the labor force",8680,High school diploma or equivalent,.0069297436
25000,25000,Wisconsin,48,Female,White,Divorced,No service,Not Hispanic,"Has job, not at work last week","Yes, in the labor force",4970,High school diploma or equivalent,.0069339275
25000,25000,Montana,20,Male,White,Never married/single,Yes,Not Hispanic,At work,"Yes, in the labor force",4970,High school diploma or equivalent,.0069436715
20000,20000,Louisiana,26,Male,Black/Negro,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",8680,High school diploma or equivalent,.0069567673
33000,33001,Utah,39,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7070,Bachelor's degree,.0069647762
3600,16177,Montana,63,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7690,Some college but no degree,.0069729006
100000,104562,Virginia,43,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",6990,Master's degree,.0069883601
48110,48110,Nevada,28,Female,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",7970,High school diploma or equivalent,.0069916053
33000,33111,Arizona,32,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7870,Bachelor's degree,.0070031844
40000,40030,California,28,Male,White,Never married/single,No service,Mexican,At work,"Yes, in the labor force",5470,Some college but no degree,.0070492667
200000,200005,Hawaii,32,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",8190,Master's degree,.0070735202
86000,86001,California,53,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",9370,High school diploma or equivalent,.0070754909
60000,60101,Hawaii,51,Female,Asian only,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",8190,"Associate's degree, occupational/vocational program",.0070848493
23000,23000,Illinois,27,Male,White,Never married/single,No service,Mexican,At work,"Yes, in the labor force",8190,Some college but no degree,.0071034967
40000,55001,Texas,54,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7870,Bachelor's degree,.0071121743
35000,35000,California,33,Female,White,"Married, spouse present",No service,South American,At work,"Yes, in the labor force",1190,"Associate's degree, occupational/vocational program",.0071133543
37000,37015,Mississippi,35,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7980,Bachelor's degree,.0071200593
20000,21050,Louisiana,35,Female,White,"Married, spouse present",No service,"Central American, (excluding Salvadoran)",At work,"Yes, in the labor force",770,Grade 10,.0071369051
11000,11000,Montana,34,Female,White,"Married, spouse present",No service,Not Hispanic,"NILF, other","No, not in the labor force",0,High school diploma or equivalent,.0071420069
8000,8000,Arizona,38,Female,White,"Married, spouse present",No service,Mexican,At work,"Yes, in the labor force",7380,"Associate's degree, occupational/vocational program",.0071506463
140000,140100,Texas,40,Male,Black/Negro,Divorced,Yes,Not Hispanic,At work,"Yes, in the labor force",7070,"Associate's degree, occupational/vocational program",.0071658366
130000,193094,Idaho,60,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7070,Bachelor's degree,.007167784
8320,17920,Arizona,62,Female,American Indian/Aleut/Eskimo,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7860,"12th grade, no diploma",.0072001982
52000,52000,Hawaii,51,Male,White-Hawaiian/Pacific Islander,Divorced,No service,Not Hispanic,"NILF, other","No, not in the labor force",0,Some college but no degree,.007207863
100000,103150,Tennessee,60,Male,Black/Negro,"Married, spouse present",Yes,Not Hispanic,At work,"Yes, in the labor force",6380,"Associate's degree, academic program",.0072608911
79000,79000,Nevada,38,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7870,"Associate's degree, occupational/vocational program",.0072679352
140000,142010,Colorado,36,Male,White,Divorced,No service,Not Hispanic,At work,"Yes, in the labor force",4870,Bachelor's degree,.0072767814
52000,52000,District of Columbia,30,Female,Black/Negro,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",7070,Bachelor's degree,.0073630521
34500,34500,Montana,27,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",180,High school diploma or equivalent,.0073716785
80000,80552,Oklahoma,55,Male,American Indian/Aleut/Eskimo,"Married, spouse present",Yes,Not Hispanic,At work,"Yes, in the labor force",2290,High school diploma or equivalent,.0073988368
26000,26000,California,35,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",6390,High school diploma or equivalent,.0074024438
12000,12000,Washington,45,Male,White,Never married/single,No service,Mexican,At work,"Yes, in the labor force",7770,Grades 5 or 6,.007415554
120000,120005,New York,40,Male,Black/Negro,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",5490,Master's degree,.0074180569
45000,45000,Mississippi,45,Male,Black/Negro,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",2380,"Associate's degree, occupational/vocational program",.0074209999
37000,50535,Illinois,28,Female,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",9380,Bachelor's degree,.0074240742
58002,58002,Oklahoma,59,Female,Black/Negro,Divorced,No service,Not Hispanic,At work,"Yes, in the labor force",8190,Some college but no degree,.0074316077
19000,19002,Montana,64,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",8190,High school diploma or equivalent,.0074436422
46000,39201,Utah,23,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",4195,Some college but no degree,.007480239
180000,192760,Kansas,46,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",2190,Doctorate degree,.0074904165
25000,25300,Louisiana,25,Female,Black/Negro,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",5380,Some college but no degree,.007492837
23389,28389,Hawaii,27,Female,White-Asian,Never married/single,No service,Puerto Rican,At work,"Yes, in the labor force",8680,Some college but no degree,.0075122905
180000,180150,Illinois,64,Male,White,"Married, spouse present",No service,Not Hispanic,"NILF, retired","No, not in the labor force",0,Bachelor's degree,.0075153289
38000,38001,California,41,Male,White,Never married/single,No service,Mexican,At work,"Yes, in the labor force",170,None or preschool,.0075199506
50000,50001,North Carolina,49,Male,White,Separated,Yes,Not Hispanic,At work,"Yes, in the labor force",9490,"Associate's degree, occupational/vocational program",.0075231823
90000,90001,Arizona,42,Female,White,"Married, spouse absent",No service,Mexican,At work,"Yes, in the labor force",7470,Some college but no degree,.0075248685
10000,10000,Georgia,27,Male,White,Never married/single,No service,Mexican,At work,"Yes, in the labor force",7770,Bachelor's degree,.0075294827
11000,11052,New Hampshire,63,Female,Asian only,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",8660,Bachelor's degree,.00753171
24000,24200,South Carolina,50,Female,Black/Negro,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",1890,High school diploma or equivalent,.0075352257
198000,198058,Michigan,40,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",2170,Bachelor's degree,.0075577116
68000,71051,South Dakota,34,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",8180,Some college but no degree,.0075712721
75000,75613,Nevada,38,Female,White-Black,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",6990,Bachelor's degree,.0075768661
37000,37000,Indiana,37,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",3490,"Associate's degree, academic program",.0075788642
10000,10000,New Mexico,63,Female,American Indian/Aleut/Eskimo,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",8680,Grades 7 or 8,.0075808293
97500,98130,District of Columbia,51,Female,White-Asian,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",9170,Bachelor's degree,.0075833844
27000,27001,Utah,36,Male,White,"Married, spouse present",No service,Other Hispanic,At work,"Yes, in the labor force",3570,High school diploma or equivalent,.007588319
65000,65803,New York,39,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7080,Bachelor's degree,.0076111145
15000,15000,West Virginia,22,Male,Black/Negro,Never married/single,No service,Not Hispanic,"Unemployed, experienced worker","Yes, in the labor force",5380,High school diploma or equivalent,.0076305759
38200,38200,New Jersey,46,Female,Black/Negro,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",8270,High school diploma or equivalent,.0076349415
50000,50401,Virginia,58,Male,Black/Negro,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",6290,High school diploma or equivalent,.0076373611
50000,50020,Florida,28,Female,Black/Negro,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",8180,Bachelor's degree,.0076420335
20000,20000,Hawaii,21,Female,Hawaiian/Pacific Islander only,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",8680,Some college but no degree,.0076566073
19000,19000,New Mexico,39,Female,White,Never married/single,No service,Other Hispanic,At work,"Yes, in the labor force",8680,Some college but no degree,.0076596071
120000,121750,California,41,Male,Asian only,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7380,Master's degree,.007665338
75000,97800,Alabama,57,Male,Black/Negro,"Married, spouse present",Yes,Not Hispanic,At work,"Yes, in the labor force",9590,Bachelor's degree,.0076696831
65000,65000,New York,48,Male,Black/Negro,"Married, spouse absent",No service,Not Hispanic,At work,"Yes, in the labor force",9170,Master's degree,.0076774792
